Id;DriverId;UserId;Departure;Destination;CreateDate;UpdateDate;PlateNo;Price;DepLatitude;DepLongitude;DesLatitude;DesLongitude;TripsStatus;CancelUser;tripStarted
4913;61;210;Ulus, Sakip Sabanci Cd. No:22, 41250 Kartepe/Kocaeli, Türkiye;Kadiköy, Kalyoncu Sk. No:7, 41050 Izmit/Kocaeli, Türkiye;2020-08-27 17:37:47.727000000;2020-08-27 17:47:25.247000000;41T4087 ;36;40,755324;30,028572;40,767475;29,946064;True;False;True
4914;37;303;Cumhuriyet, Güvenli Sk. No:4, 41250 Kartepe/Kocaeli, Türkiye;Erenler, Irfan Sk. No:1, 41060 Izmit/Kocaeli, Türkiye;2020-08-27 17:38:49.340000000;2020-08-27 17:51:21.127000000;41T4007 ;45;40,759599;30,02615;40,772983;29,946361;True;False;True
4915;38;319;Efe Sokak 4 Köseköy Mah. Kartepe;Hasat Sokak 1 Ovacik Mah. Basiskele;2020-08-27 17:39:16.557000000;2020-08-27 17:47:21.127000000;41T4065 ;26;40,739352;30,002502;40,759508;29,970611;True;False;True
4916;41;247;Uzunçiftlik Hürriyet, Oguz Sk. No:14, 41250 Kartepe/Kocaeli, Türkiye;Çinarli, Yunus Emre Sk. 66-1, 41900 Derince/Kocaeli, Türkiye;2020-08-27 17:39:16.793000000;2020-08-27 17:58:34.653000000;41T4103 ;75;40,759114;30,030012;40,76783;29,846866;True;False;True
4917;46;310;Piyade Sokak 4 Fatih Sultan Mehmet Mah. Kartepe;Mahmutpasa Caddesi 151 Yaylacik Mah. Basiskele;2020-08-27 17:39:47.137000000;2020-08-27 17:52:12.430000000;41T4085 ;27;40,732073;30,022028;40,723266;29,970257;True;False;True
4918;47;256;Uzunçiftlik Hürriyet, Anadolu Otoyolu No:69, 41250 Kartepe/Kocaeli, Türkiye;Yesilova Mh., Su Sk. No:43, 41060 Izmit/Kocaeli, Türkiye;2020-08-27 17:39:50.903000000;2020-08-27 17:54:34.517000000;41T4032 ;65;40,761869;30,032032;40,799808;29,987755;True;False;True
4919;48;215;Bagdat Caddesi 295 Sarimese Mah. Kartepe;Sultan Beyazit Sok 23 Mahmutpasa Mah. Basiskele;2020-08-27 17:40:03.247000000;2020-08-27 17:56:42.427000000;41T4011 ;41;40,727672;30,047132;40,732527;29,957087;True;False;True
4920;49;429;Ulus, Ceyhan Sk. No:12, 41250 Kartepe/Kocaeli, Türkiye;Karabas, Ncity AVM Iç Yolu, 41040 Izmit/Kocaeli, Türkiye;2020-08-27 17:40:18.670000000;2020-08-27 17:52:15.247000000;41T4061 ;40;40,755759;30,029181;40,759908;29,93345;True;False;True
4921;50;316;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:16, 41250 Kartepe/Kocaeli, Türkiye;Yenisehir, Arda Sk. No:28, 41050 Izmit/Kocaeli, Türkiye;2020-08-27 17:40:36.373000000;2020-08-27 17:49:15.850000000;41T4027 ;35;40,756705;30,030245;40,765593;29,959707;True;False;True
4922;51;387;Ikizler Sokak 8 Ataevler Mah. Kartepe;Ahmet Ergünes Sokak 14 Körfez Mah. Izmit;2020-08-27 17:40:36.857000000;2020-08-27 17:54:54.163000000;41T4108 ;50;40,739096;30,049449;40,76412;29,948047;True;False;True
4923;52;303;Hipodrom Caddesi 17 Fatih Sultan Mehmet Mah. Kartepe;Hatira Sokak 17 Karabas Mah. Izmit;2020-08-27 17:40:58.810000000;2020-08-27 17:55:13.427000000;41T4058 ;44;40,731613;30,029167;40,756744;29,933741;True;False;True
4924;37;321;Uzunçiftlik Hürriyet, Anadolu Otoyolu No:73, 41250 Kartepe/Kocaeli, Türkiye;Cedit, Usta Sk. No:3, 41300 Izmit/Kocaeli, Türkiye;2020-08-27 17:40:59.747000000;2020-08-27 17:54:32.163000000;41T4007 ;55;40,762666;30,031534;40,768728;29,934103;True;False;True
4925;38;367;Altunhisar Caddesi 110 Fatih Sultan Mehmet Mah. Kartepe;Ömer Türkçakal Bulvari 4 Sanayi Mah. Izmit;2020-08-27 17:41:15.327000000;2020-08-27 17:57:21.290000000;41T4065 ;44;40,739436;30,031048;40,756284;29,944081;True;False;True
4926;41;184;Cumhuriyet, Güvenli Sk. No:18, 41250 Kartepe/Kocaeli, Türkiye;Karadenizliler, Cinnah Cd. No:34, 41310 Izmit/Kocaeli, Türkiye;2020-08-27 17:41:24.890000000;2020-08-27 17:53:28.437000000;41T4103 ;30;40,760867;30,026391;40,784115;29,990146;True;False;True
4927;46;309;Sezenler Caddesi 131 Sarimese Mah. Kartepe;Ömer Türkçakal Bulvari  Sanayi Mah. Izmit;2020-08-27 17:41:29.593000000;2020-08-27 17:59:19.753000000;41T4085 ;54;40,728092;30,039759;40,744131;29,941515;True;False;True
4928;47;304;Ulus, Ceyhan Sk. No:8, 41250 Kartepe/Kocaeli, Türkiye;Çayirköy, Unnamed Road, 41001 Izmit/Kocaeli, Türkiye;2020-08-27 17:41:42.483000000;2020-08-27 17:55:26.157000000;41T4032 ;50;40,755585;30,029001;40,796581;30,001127;True;False;True
4929;48;347;Bagimsizlik Caddesi 71 Alikahya Atatürk Mah. Izmit;Eski Bagdat Caddesi 80 Mahmutpasa Mah. Basiskele;2020-08-27 17:41:46.313000000;2020-08-27 17:57:16.430000000;41T4011 ;50;40,769014;30,013266;40,732322;29,955941;True;False;True
4930;49;170;Cumhuriyet, Güvenli Sk. No:18, 41250 Kartepe/Kocaeli, Türkiye;Yesilova, Zübeyde Hanim Cd. No:36, 41060 Izmit/Kocaeli, Türkiye;2020-08-27 17:41:59.767000000;2020-08-27 17:57:47.853000000;41T4061 ;35;40,762296;30,027475;40,785539;29,961982;True;False;True
4932;51;144;Çengel Caddesi 50 Uzunbey Mah. Kartepe;Karamürsel Caddesi 305 Yaylacik Mah. Basiskele;2020-08-27 17:42:16.860000000;2020-08-27 17:46:31.160000000;41T4108 ;64;40,763965;30,050089;40,728594;29,967044;True;False;True
4933;52;300;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:67, 41250 Kartepe/Kocaeli, Türkiye;Yenisehir, Pasa Cd. No:9, 41050 Izmit/Kocaeli, Türkiye;2020-08-27 17:42:21.983000000;2020-08-27 18:00:31.157000000;41T4058 ;32;40,758469;30,025684;40,767015;29,960178;True;False;True
4934;53;215;Çuhane Caddesi 156 Ovacik Mah. Basiskele;Alsancak Caddesi 222–226 Ovacik Mah. Basiskele;2020-08-27 17:42:31.203000000;2020-08-27 17:46:25.247000000;41T4057 ;18,4;40,729397;29,998906;40,746737;29,973022;True;False;True
4935;54;314;Çagla Sokak  Köseköy Mah. Kartepe;Salim Dervisoglu Caddesi 76F Ömeraga Mah. Izmit;2020-08-27 17:42:47.720000000;2020-08-27 17:53:21.127000000;41T4024 ;34;40,750666;29,997773;40,761213;29,930002;True;False;True
4936;57;318;Cumhuriyet, Bereket Sk. No:2, 41250 Kartepe/Kocaeli, Türkiye;Yenisehir, Muhsin Yazicioglu Sk. No:40, 41050 Izmit/Kocaeli, Türkiye;2020-08-27 17:42:50.690000000;2020-08-27 17:52:21.127000000;41T4022 ;38;40,76286;30,024272;40,781172;29,969352;True;False;True
4937;58;305;Atilim Caddesi 15 Uzunbey Mah. Kartepe;Kütükçüdayi Sokak 10 Sahil Mah. Basiskele;2020-08-27 17:43:08.330000000;2020-08-27 18:03:34.653000000;41T4080 ;66;40,757124;30,044691;40,713256;29,930927;True;False;True
4938;61;324;Uzunçiftlik Hürriyet, Ersin Sk. No:5, 41250 Kartepe/Kocaeli, Türkiye;Alikahya Fatih, Iskefiye Cd. No:15, 41310 Izmit/Kocaeli, Türkiye;2020-08-27 17:43:10.847000000;2020-08-27 17:52:12.430000000;41T4087 ;28;40,760071;30,029928;40,778419;29,977211;True;False;True
4939;37;302;Postane Sokak 9 Ataevler Mah. Kartepe;Galip Erenoglu Caddesi 76 Pasadag Mah. Basiskele;2020-08-27 17:43:22.907000000;2020-08-27 18:03:34.517000000;41T4007 ;46;40,744121;30,045467;40,715839;29,970779;True;False;True
4940;38;129;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:11, 41250 Kartepe/Kocaeli, Türkiye;Alikahya Fatih Mh., Kandilli Sk. No:15, 41310 Izmit/Kocaeli, Türkiye;2020-08-27 17:43:27.267000000;2020-08-27 17:56:42.427000000;41T4065 ;29;40,756187;30,030601;40,776209;29,995946;True;False;True
4941;41;138;Ankara Caddesi  Köseköy Mah. Kartepe;Hatira Sokak 7 Karabas Mah. Izmit;2020-08-27 17:43:38.833000000;2020-08-27 17:59:15.247000000;41T4103 ;46;40,754265;30,002908;40,757236;29,938827;True;False;True
4942;46;139;Asim Kibar Bulvari  Alikahya Atatürk Mah. Izmit;Kalender Sokak 39 Yaylacik Mah. Basiskele;2020-08-27 17:43:53.050000000;2020-08-27 18:05:15.850000000;41T4085 ;60;40,774685;30,039273;40,726401;29,96712;True;False;True
4943;47;243;Sehit Turgut Çiçek Caddesi, Meridyen Elite Sitesi, B1 Blok, Daire 2, Dumlupinar, 41250 Kartepe/Kocaeli, Türkiye;Gündogdu, Begüm Sk. No:8, 41060 Izmit/Kocaeli, Türkiye;2020-08-27 17:44:04.380000000;2020-08-27 18:01:54.163000000;41T4032 ;42;40,762275;30,026228;40,791205;29,956122;True;False;True
4944;48;410;Sakip Sabanci Caddesi 61C Dumlupinar Mah. Kartepe;Koca Sokak 48 Karadenizliler Mah. Basiskele;2020-08-27 17:44:08.847000000;2020-08-27 17:53:13.427000000;41T4011 ;35;40,755214;30,02426;40,748062;29,965572;True;False;True
4945;49;312;Çagla Sokak 6 Köseköy Mah. Kartepe;Akkol Sok 44A Karadenizliler Mah. Basiskele;2020-08-27 17:44:23.520000000;2020-08-27 17:54:32.163000000;41T4061 ;28,8;40,750903;30,004671;40,742929;29,969185;True;False;True
4946;50;199;Izmit Dogu Baglanti Yolu  Ataevler Mah. Kartepe;Heykel Sokak 3 Karabas Mah. Izmit;2020-08-27 17:44:42.007000000;2020-08-27 17:55:21.290000000;41T4027 ;42;40,747114;30,038187;40,758646;29,94166;True;False;True
4947;51;423;Uzunçiftlik Hürriyet, Festival Sk. No:2, 41250 Kartepe/Kocaeli, Türkiye;Sanayi Mh., Kozali Sk., Çarsi Yapi AVM H Blok No:3, Sanayi, 41040 Izmit/Kocaeli, Türkiye;2020-08-27 17:45:03.507000000;2020-08-27 17:57:28.437000000;41T4108 ;43;40,756497;30,030925;40,754594;29,953533;True;False;True
4948;52;306;Salim Dervisoglu Caddesi 404 Köseköy Mah. Kartepe;Salim Dervisoglu Caddesi 74 Ömeraga Mah. Izmit;2020-08-27 17:45:06.630000000;2020-08-27 17:55:19.753000000;41T4058 ;32;40,747118;30,001926;40,76054;29,927274;True;False;True
4949;53;309;Cumhuriyet, Güvenli Sk. No:18, 41250 Kartepe/Kocaeli, Türkiye;Erenler, Hasat Sk. No:7, 41060 Izmit/Kocaeli, Türkiye;2020-08-27 17:45:27.147000000;2020-08-27 17:57:26.157000000;41T4057 ;41;40,7615;30,026684;40,770558;29,940989;True;False;True
4950;54;398;Orhan Gazi Caddesi 57 Fatih Sultan Mehmet Mah. Kartepe;Sehit Remzi Caddesi 26 Körfez Mah. Izmit;2020-08-27 17:45:27.380000000;2020-08-27 17:52:16.430000000;41T4024 ;28;40,748198;30,012351;40,759383;29,951344;True;False;True
4951;57;323;Kore Caddesi 11 Alikahya Atatürk Mah. Izmit;Ordulu Caddesi 81 Karadenizliler Mah. Basiskele;2020-08-27 17:45:46.693000000;2020-08-27 17:59:47.853000000;41T4022 ;39;40,773521;30,021419;40,748838;29,96458;True;False;True
4952;58;324;Uzunçiftlik Hürriyet, Anadolu Otoyolu No:75, 41250 Kartepe/Kocaeli, Türkiye;Fatih, Bag Sk. No:5, 41190 Basiskele/Kocaeli, Türkiye;2020-08-27 17:45:47.147000000;2020-08-27 18:04:31.160000000;41T4080 ;85;40,762941;30,031185;40,693577;29,962578;True;False;True
4953;61;326;Uzunçiftlik Hürriyet, Ersin Sk. No:27, 41250 Kartepe/Kocaeli, Türkiye;Findikli, Degirmenli Sk. 17-1, 41250 Kartepe/Kocaeli, Türkiye;2020-08-27 17:46:06.350000000;2020-08-27 17:53:31.157000000;41T4087 ;28;40,761819;30,029703;40,759875;30,01634;True;False;True
4954;37;329;Topallar Caddesi 75 Köseköy Mah. Kartepe;11. Cadde  Sanayi Mah. Izmit;2020-08-27 17:46:14.647000000;2020-08-27 17:57:25.247000000;41T4007 ;32;40,730888;30,003589;40,744967;29,952426;True;False;True
4955;38;331;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:49, 41250 Kartepe/Kocaeli, Türkiye;Mehmetaga, Ozkar Sk. No:6, 41140 Basiskele/Kocaeli, Türkiye;2020-08-27 17:46:26.820000000;2020-08-27 18:03:21.127000000;41T4065 ;35;40,757662;30,026704;40,725161;29,98537;True;False;True
4956;41;332;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:56, 41250 Kartepe/Kocaeli, Türkiye;Ovacik, Demiryolu Cd. No:28, 41140 Basiskele/Kocaeli, Türkiye;2020-08-27 17:46:54.243000000;2020-08-27 17:54:21.127000000;41T4103 ;30;40,759278;30,027285;40,753895;29,970052;True;False;True
4957;46;333;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:57, 41250 Kartepe/Kocaeli, Türkiye;M. Alipasa, Adnan Menderes Blv. No:11, 41050 Izmit/Kocaeli, Türkiye-Süre:11;2020-08-27 17:47:17.477000000;2020-08-27 17:58:34.653000000;41T4085 ;32;40,758462;30,026206;40,764263;29,959279;True;False;True
4958;47;334;Uzunçiftlik Hürriyet, Altindag Cd. No:41, 41250 Kartepe/Kocaeli, Türkiye;Körfez, Oramiral Salim Dervisoglu Cd., 41040 Izmit/Kocaeli, Türkiye;2020-08-27 17:47:48.447000000;2020-08-27 18:00:34.517000000;41T4032 ;46;40,761028;30,032172;40,761919;29,947512;True;False;True
4960;49;340;Anafartalar Sokak 9 Köseköy Mah. Kartepe;Anadolu Otoyolu  Uzuntarla Mah. Kartepe;2020-08-27 17:48:28.853000000;2020-08-27 18:11:12.430000000;41T4061 ;70;40,740415;30,002271;40,707524;30,157653;True;False;True
4961;50;341;Ulus, Yeni Cami Sk. No:26, 41250 Kartepe/Kocaeli, Türkiye;Yaylacik, Karamürsel Cd. 239-1, 41140 Basiskele/Kocaeli, Türkiye;2020-08-27 17:48:30.667000000;2020-08-27 18:04:42.427000000;41T4027 ;39;40,756908;30,028399;40,727412;29,977189;True;False;True
4962;51;388;Beyaz Gül Sokak 24 Ovacik Mah. Basiskele;Sapanca Yolu Caddesi  Yanik Mah. Sapanca;2020-08-27 17:48:56.510000000;2020-08-27 18:16:15.247000000;41T4108 ;68;40,728021;30,004752;40,695346;30,165905;True;False;True
4963;52;238;Uzunçiftlik Hürriyet, Ersin Sk. No:3, 41250 Kartepe/Kocaeli, Türkiye;Yesilyurt, Mehmet Akif Cd. No:87, 41190 Basiskele/Kocaeli, Türkiye;2020-08-27 17:49:08.497000000;2020-08-27 18:06:15.850000000;41T4058 ;65;40,759864;30,029463;40,718175;29,958866;True;False;True
4964;37;262;Ulugün Sokak 4 Fatih Sultan Mehmet Mah. Kartepe;Sera Sokak  Esme Mah. Kartepe;2020-08-27 17:49:25.293000000;2020-08-27 18:11:54.163000000;41T4007 ;61;40,733101;30,027823;40,722069;30,177041;True;False;True
4965;38;229;Ulus, Tugra Sk. No:26, 41250 Kartepe/Kocaeli, Türkiye;Aydinkent, Esref Bitlis Cd. No:66, 41190 Basiskele/Kocaeli, Türkiye;2020-08-27 17:49:40.263000000;2020-08-27 18:07:13.427000000;41T4065 ;65;40,756387;30,026555;40,700709;29,94835;True;False;True
4966;41;158;Olgun Sokak 3 Sarimese Mah. Kartepe;Asmali Sokak 12 Masukiye Mah. Kartepe;2020-08-27 17:49:53.217000000;2020-08-27 18:05:32.163000000;41T4103 ;55;40,732885;30,037491;40,703507;30,156626;True;False;True
4967;46;159;Ulus, Tekin Sk. No:20, 41250 Kartepe/Kocaeli, Türkiye;Veliahmet, Alemdar Cd. No:63, 41200 Izmit/Kocaeli, Türkiye;2020-08-27 17:50:09.920000000;2020-08-27 18:03:21.290000000;41T4085 ;45;40,757332;30,024305;40,766379;29,927815;True;False;True
4968;47;242;Kusdili Sokak 17 Uzunbey Mah. Kartepe;Hidayet Sokak 7 Masukiye Mah. Kartepe;2020-08-27 17:50:13.903000000;2020-08-27 18:07:28.437000000;41T4032 ;56;40,763825;30,048576;40,703642;30,131747;True;False;True
4969;48;344;Uzunçiftlik Hürriyet, Festival Sk. No:2, 41250 Kartepe/Kocaeli, Türkiye;Kabaoglu, Baki Komsuoglu bulvari No:515, Umuttepe, Kabaoglu, 41001 Izmit/Kocaeli, Türkiye;2020-08-27 17:50:34.530000000;2020-08-27 18:11:19.753000000;41T4011 ;85;40,756534;30,030974;40,822334;29,921715;True;False;True
4970;49;319;Uzunçiftlik Hürriyet, Maresal Fevzi Çakmak Cd. No:57, 41250 Kartepe/Kocaeli, Türkiye;Ömeraga, Bagdat Cad./cumhuriyet Sok. No:299, 41300 Kartepe/Kocaeli (Izmit),Türkiye;2020-08-27 17:51:03.670000000;2020-08-27 18:05:26.157000000;41T4061 ;42;40,758287;30,026111;40,763457;29,928556;True;False;True
4971;50;202;Ulus, Mert Sk. No:4, 41250 Kartepe/Kocaeli, Türkiye;Ovacik D 100 Karayolu No:34, Ovacik, 41100 Basiskele/Kocaeli, Türkiye;2020-08-27 17:51:26.250000000;2020-08-27 17:58:16.430000000;41T4027 ;26;40,755493;30,026269;40,758029;29,979577;True;False;True
4972;51;345;Sehit Turgut Çiçek Caddesi, Meridyen Elite Sitesi, B1 Blok, Daire 2, Dumlupinar, 41250 Kartepe/Kocaeli, Türkiye;Sanayi, Firat Sk. No:22, 41050 Izmit/Kocaeli, Türkiye;2020-08-27 17:51:53.360000000;2020-08-27 18:02:47.853000000;41T4108 ;40;40,761792;30,025878;40,749365;29,95141;True;False;True
4973;52;380;Kurtulus Caddesi 12 Ataevler Mah. Kartepe;Demokrasi Caddesi 68 Fatih Sultan Mehmet Mah. Kartepe;2020-08-27 17:52:03.797000000;2020-08-27 17:57:31.160000000;41T4058 ;12;40,742854;30,038236;40,741666;30,021022;True;False;True
4974;53;240;Yeni Demiryolu Caddesi 56–62 Köseköy Mah. Kartepe;Ersin Sokak  Ali Kahya OSB Mah. Izmit;2020-08-27 17:52:21.127000000;2020-08-27 18:09:31.157000000;41T4057 ;44;40,748327;30,003354;40,79278;30,011558;True;False;True
4975;54;347;Akdemir Sokak 27 Fatih Sultan Mehmet Mah. Kartepe;  Arslanbey Mah. Kartepe;2020-08-27 17:52:55.377000000;2020-08-27 18:02:25.247000000;41T4024 ;20;40,731557;30,029905;40,714482;30,052265;True;False;True
4976;57;348;Cesmeli Sok 3 Ertugul Gazi Mah. Kartepe;Turnaoglu Caddesi 164 Alikahya Atatürk Mah. Izmit;2020-08-27 17:53:20.690000000;2020-08-27 18:03:21.127000000;41T4022 ;29;40,754894;30,042394;40,776778;30,042279;True;False;True
4977;58;349;Dumlupinar Mh., Villam Siteleri Içi Yolu No:1, 41250 Kartepe/Kocaeli, Türkiye;Gökçeören, Unnamed Road, 41000 Izmit/Kocaeli, Türkiye;2020-08-27 17:53:24.393000000;2020-08-27 18:21:32.127000000;41T4080 ;75;40,762001;30,024542;40,846129;29,995482;True;False;True
4978;61;193;Cumhuriyet, Sht. Turgut Çiçek Cd. No:44, 41250 Kartepe/Kocaeli, Türkiye;Pasadag Mh., Ulus Cd. No:117, 41190 Basiskele/Kocaeli, Türkiye-Süre:19;2020-08-27 17:53:51.723000000;2020-08-27 18:12:34.653000000;41T4087 ;65;40,762978;30,026928;40,708221;29,971984;True;False;True
4979;37;150;Yeni Demiryolu Caddesi 6 Istasyon Mah. Kartepe;17 Agustos Bulvari 9 Tepeköy Mah. Izmit;2020-08-27 17:53:53.660000000;2020-08-27 18:17:12.430000000;41T4007 ;48;40,750064;30,01761;40,800931;29,973387;True;False;True
4980;38;129;Ulus, Tugra Sk. No:26, 41250 Kartepe/Kocaeli, Türkiye;Damlar, Görgenli Hasan Sk. No:2, 41245 Basiskele/Kocaeli, Türkiye;2020-08-27 17:54:14.223000000;2020-08-27 18:11:34.517000000;41T4065 ;66;40,75582;30,025772;40,697941;29,914866;True;False;True
4981;41;352;Kocaeli-Sakarya Yolu 59 Ertugul Gazi Mah. Kartepe;  Mahmutpasa Mah. Basiskele;2020-08-27 17:54:18.473000000;2020-08-27 18:07:42.427000000;41T4103 ;57;40,750097;30,046855;40,730214;29,957507;True;False;True
4982;46;332;Uzunçiftlik Hürriyet, Nesem Sk. No:21, 41250 Kartepe/Kocaeli, Türkiye;Sapanca Yolu Caddesi  Yanik Mah. Sapanca;2020-08-27 17:54:36.257000000;2020-08-27 18:16:15.247000000;41T4085 ;35;40,758662;30,031215;40,775221;29,974493;True;False;True
4983;47;416;Farabi Sokak 9 Sarimese Mah. Kartepe;Yahyakaptan, Seymen Cd. No:41, 41050 Izmit/Kocaeli, Türkiye;2020-08-27 17:54:44.287000000;2020-08-27 18:06:15.850000000;41T4032 ;55;40,733656;30,046513;40,777796;29,953156;True;False;True
4984;48;234;Doganlar Sokak 105 Alikahya Atatürk Mah. Izmit;Bülent Sokak 58 Bekirdere Mah. Izmit;2020-08-27 17:56:34.883000000;2020-08-27 18:16:54.163000000;41T4011 ;38;40,765325;30,023229;40,75551;29,954445;True;False;True
4985;49;429;Villam 3 Sitesi Yolu  Ertugul Gazi Mah. Kartepe;Özsu Sokak 10A Sanayi Mah. Izmit;2020-08-27 17:56:57.413000000;2020-08-27 18:09:13.427000000;41T4061 ;21;40,757216;30,025425;40,74472;30,062831;True;False;True
4986;50;269;Ismet Pasa Caddesi 84 Ataevler Mah. Kartepe;Altun Sokak 27–33 Emekevler Mah. Kartepe;2020-08-27 17:57:35.730000000;2020-08-27 18:04:32.163000000;41T4027 ;48;40,746369;30,036911;40,685284;29,996154;True;False;True
4987;51;188;Özbey Sokak 11 Dumlupinar Mah. Kartepe;18. Sokak 23 Dogantepe Mah. Basiskele;2020-08-27 17:57:56.713000000;2020-08-27 18:19:21.290000000;41T4108 ;35;40,754161;30,024121;40,772103;29,945206;True;False;True
4988;52;411;Keser Caddesi 5 Sarimese Mah. Kartepe;Mücahit Sokak 13 Erenler Mah. Izmit;2020-08-27 17:58:30.527000000;2020-08-27 18:13:28.437000000;41T4058 ;36;40,729043;30,039789;40,703349;29,987711;True;False;True
4989;53;259;Sakip Sabanci Bulvari 7 Alikahya Merkez Mah. Izmit;Nuri Pasa Caddesi 56A Pasadag Mah. Basiskele;2020-08-27 17:59:18.730000000;2020-08-27 18:11:19.753000000;41T4057 ;20;40,770707;30,003749;40,773423;30,035807;True;False;True
4991;57;164;Hekim Sokak 9 Dumlupinar Mah. Kartepe;Izmit Sanayi Sitesi 8 Cad 9 Sanayi Mah. Izmit;2020-08-27 17:59:48.497000000;2020-08-27 18:12:16.430000000;41T4022 ;40;40,762641;30,026434;40,748721;29,95048;True;False;True
4992;58;354;Senlik Sokak 26 Fatih Sultan Mehmet Mah. Kartepe;Gençlik Sokak 20 Fatih Sultan Mehmet Mah. Kartepe;2020-08-27 18:00:56.670000000;2020-08-27 18:07:47.853000000;41T4080 ;12;40,735608;30,043009;40,727486;30,024003;True;False;True
4993;61;355;Besik Sokak 56 Rahmiye Mah. Kartepe;Doruk Sokak 8 Çukurbag Mah. Izmit;2020-08-27 18:01:14.203000000;2020-08-27 18:23:31.160000000;41T4087 ;47;40,72735;30,01145;40,768218;29,929554;True;False;True
4995;38;349;Degirmenli Sokak 21 Dumlupinar Mah. Kartepe;Sehit Yilmaz Dedeoglu Sokak 16/1 Suadiye Mah. Kartepe;2020-08-27 18:02:31.313000000;2020-08-27 18:18:31.157000000;41T4065 ;46;40,757525;30,016982;40,7028;30,068739;True;False;True
4996;41;387;Beyaz Gül Sokak 23 Ovacik Mah. Basiskele;Durhasan Merkez Mevkii Küme Evleri 39 Durhasan Mah. Izmit;2020-08-27 18:02:59.707000000;2020-08-27 18:30:25.247000000;41T4103 ;69;40,728324;30,003069;40,810295;30,040032;True;False;True
4997;46;352;Çagla Sokak 9 Köseköy Mah. Kartepe;Akarca Caddesi 8 Alikahya Fatih Mah. Izmit;2020-08-27 18:03:22.127000000;2020-08-27 18:13:21.127000000;41T4085 ;24;40,750374;30,003408;40,771485;29,979389;True;False;True
4998;47;354;Akarsu Caddesi 70–76 Alikahya Atatürk Mah. Izmit;Gündüz Sokak 37 Istasyon Mah. Kartepe;2020-08-27 18:03:51.863000000;2020-08-27 18:09:32.127000000;41T4032 ;18;40,768105;30,011476;40,749383;30,029359;True;False;True
5000;91;355;Yaylacik Mh., Kavallioglu Sk No:8, 41140 Basiskele/Kocaeli, Türkiye;Mahmutpasa, Beziroglu Sk. No:12, 41140 Basiskele/Kocaeli, Türkiye;2020-08-28 09:27:48.220000000;2020-08-28 09:30:08.250000000;41T1121 ;15;40,72783;29,975039;40,725018;29,956052;True;False;True
5001;92;356;Yaylacik, Karamürsel Cd. No:276, 41140 Basiskele/Kocaeli, Türkiye;Sanayi Mh., Inci Çiçegi Sk No:3, 41040 Izmit/Kocaeli, Türkiye;2020-08-28 09:28:10.220000000;2020-08-28 09:38:18.550000000;41T1142 ;26;40,730182;29,975849;40,726658;29,953003;True;False;True
5002;93;423;Yaylacik, Kavaklioglu Sk. No:15, 41140 Basiskele/Kocaeli, Türkiye;Körfez, Oramiral Salim Dervisoglu Cd. No:102, 41040 Izmit/Kocaeli, Türkiye;2020-08-28 09:30:30.443000000;2020-08-28 09:42:27.843000000;41T1111 ;35;40,726941;29,975177;40,762323;29,948164;True;False;True
5003;94;341;Yaylacik, Belediye Sk. No:1, 41140 Basiskele/Kocaeli, Türkiye;Sanayi, Unnamed Road, 41040 Izmit/Kocaeli, Türkiye;2020-08-28 09:30:48.273000000;2020-08-28 09:41:16.457000000;41T1117 ;30;40,729492;29,971322;40,752031;29,944777;True;False;True
5004;91;215;Yaylacik, Mert Inan Sk No:57, 41140 Basiskele/Kocaeli, Türkiye;Sanayi, Ömer Türkçakal Blv. No:109, 41040 Izmit/Kocaeli, Türkiye;2020-08-28 09:31:09.537000000;2020-08-28 09:39:19.110000000;41T1121 ;25;40,726162;29,971824;40,736761;29,941476;True;False;True
5006;93;357;Yaylacik, Kanal Yolu Cd. No:71, 41140 Basiskele/Kocaeli, Türkiye;Serdar, Bugday Sk. No:15, 41100 Izmit/Kocaeli, Türkiye;2020-08-28 09:31:40.977000000;2020-08-28 09:46:02.077000000;41T1111 ;55;40,73175;29,975448;40,764382;29,891616;True;False;True
5007;94;358;Yaylacik, Karamürsel Cd. 237-1, 41140 Basiskele/Kocaeli, Türkiye;Turgut Mh., Efes Sk No:11, 41200 Izmit/Kocaeli, Türkiy;2020-08-28 09:32:01.367000000;2020-08-28 09:47:18.213000000;41T1117 ;55;40,726901;29,977498;40,772773;29,915132;True;False;True
5008;91;238;Yaylacik, Karamürsel Cd. No:251, 41140 Basiskele/Kocaeli, Türkiye;Damlar Mh, Erikli Sk. No:18, 41245 Servetiyekarsi Köyü/Basiskele/Kocaeli, Türkiye;2020-08-28 09:32:18.867000000;2020-08-28 09:45:35.200000000;41T1121 ;40;40,726669;29,97623;40,690938;29,91707;True;False;True
5009;92;198;Yaylacik, Karamürsel Cd. No:265, 41140 Basiskele/Kocaeli, Türkiye;Barbaros, Eylül Sk. No:40, 41090 Basiskele/Kocaeli, Türkiye-Süre:9;2020-08-28 09:32:37.977000000;2020-08-28 09:41:10.147000000;41T1142 ;24;40,727694;29,975877;40,703842;29,939782;True;False;True
